image_path,relative_path,filename,species_id,species_name,common_name,family,tracking_id,fish_id,width,height,aspect_ratio,channels,mode,format,file_size_bytes,md5,is_duplicate,split
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000001969599_07878.png,raw\images\species_04\fish_000001969599_07878.png,fish_000001969599_07878.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,1969599,7878,92,83,1.108,3,RGB,PNG,10569,07515a99f6e8a82077c27033fe71e519,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000001969599_07879.png,raw\images\species_04\fish_000001969599_07879.png,fish_000001969599_07879.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,1969599,7879,107,91,1.176,3,RGB,PNG,13721,8fbc09ad0a27907a33343792c5b72f4f,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000001969599_07880.png,raw\images\species_04\fish_000001969599_07880.png,fish_000001969599_07880.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,1969599,7880,115,96,1.198,3,RGB,PNG,15164,7de441a70d7217aecb1ecd383545324c,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000001969599_07881.png,raw\images\species_04\fish_000001969599_07881.png,fish_000001969599_07881.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,1969599,7881,79,83,0.952,3,RGB,PNG,10124,92b7a0b5b10f4233c7a0937a66dabeda,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000001969599_07882.png,raw\images\species_04\fish_000001969599_07882.png,fish_000001969599_07882.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,1969599,7882,108,98,1.102,3,RGB,PNG,15377,93f927e1877f0a576cb0a42c9594e314,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000001969599_07883.png,raw\images\species_04\fish_000001969599_07883.png,fish_000001969599_07883.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,1969599,7883,131,107,1.224,3,RGB,PNG,20684,71056897869e8f44a281571bd62af269,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000001969599_07884.png,raw\images\species_04\fish_000001969599_07884.png,fish_000001969599_07884.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,1969599,7884,136,107,1.271,3,RGB,PNG,21997,00ca721edba87ede423d2f4ed489e9c4,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000001969599_07885.png,raw\images\species_04\fish_000001969599_07885.png,fish_000001969599_07885.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,1969599,7885,140,112,1.25,3,RGB,PNG,24731,6428fee7666b21da7579af73e6b4f33a,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000001969599_07886.png,raw\images\species_04\fish_000001969599_07886.png,fish_000001969599_07886.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,1969599,7886,127,105,1.21,3,RGB,PNG,21023,47f32a7755582f8ae186b4849e10339b,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000001969599_07887.png,raw\images\species_04\fish_000001969599_07887.png,fish_000001969599_07887.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,1969599,7887,128,108,1.185,3,RGB,PNG,23368,d64921a62f8ec3e002be12dd8b09997c,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000001969599_07888.png,raw\images\species_04\fish_000001969599_07888.png,fish_000001969599_07888.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,1969599,7888,123,107,1.15,3,RGB,PNG,23154,51f6ff2bd58a4ca1b230554fe7a941e5,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000001969599_07889.png,raw\images\species_04\fish_000001969599_07889.png,fish_000001969599_07889.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,1969599,7889,120,107,1.121,3,RGB,PNG,23184,cfb4e6ec1b07801722686fe91411629a,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000001969599_07890.png,raw\images\species_04\fish_000001969599_07890.png,fish_000001969599_07890.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,1969599,7890,139,117,1.188,3,RGB,PNG,29021,66becddecbe75655294fe5a906e814fb,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000001969599_07891.png,raw\images\species_04\fish_000001969599_07891.png,fish_000001969599_07891.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,1969599,7891,124,110,1.127,3,RGB,PNG,24774,4c6116868b9c3f01357641edd051778e,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000001969599_07892.png,raw\images\species_04\fish_000001969599_07892.png,fish_000001969599_07892.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,1969599,7892,124,110,1.127,3,RGB,PNG,24806,97390b9b3f87f6ee9e4b1030d926adb2,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000001969599_07893.png,raw\images\species_04\fish_000001969599_07893.png,fish_000001969599_07893.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,1969599,7893,100,88,1.136,3,RGB,PNG,16861,25c791e71f2ce3e389b5f454adaf61b8,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000001969599_07894.png,raw\images\species_04\fish_000001969599_07894.png,fish_000001969599_07894.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,1969599,7894,87,84,1.036,3,RGB,PNG,14702,2c527a1decb267b834e130f351be88e2,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000001969599_07895.png,raw\images\species_04\fish_000001969599_07895.png,fish_000001969599_07895.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,1969599,7895,75,73,1.027,3,RGB,PNG,11322,0acff311109e853d7d70b49ac3dee3f1,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000001969599_07896.png,raw\images\species_04\fish_000001969599_07896.png,fish_000001969599_07896.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,1969599,7896,83,76,1.092,3,RGB,PNG,13003,fd42045002c9ca594705625de6b2390b,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000001969599_07897.png,raw\images\species_04\fish_000001969599_07897.png,fish_000001969599_07897.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,1969599,7897,80,73,1.096,3,RGB,PNG,11967,d2a35d78985733ea3de189cf840ed9c4,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000001969599_07898.png,raw\images\species_04\fish_000001969599_07898.png,fish_000001969599_07898.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,1969599,7898,83,75,1.107,3,RGB,PNG,12586,a04a53189c3c91b2245029ef046c8745,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000001969599_07899.png,raw\images\species_04\fish_000001969599_07899.png,fish_000001969599_07899.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,1969599,7899,103,85,1.212,3,RGB,PNG,17017,c5c10639d90ab21e26c0e9a60d21cd05,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000011769599_08317.png,raw\images\species_04\fish_000011769599_08317.png,fish_000011769599_08317.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,11769599,8317,87,85,1.024,3,RGB,PNG,13620,169a931e4a68d821d8096c14f114a5b3,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000011769599_08318.png,raw\images\species_04\fish_000011769599_08318.png,fish_000011769599_08318.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,11769599,8318,100,92,1.087,3,RGB,PNG,18094,fce42521d58e8532104be51a456fc9f6,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000011769599_08319.png,raw\images\species_04\fish_000011769599_08319.png,fish_000011769599_08319.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,11769599,8319,94,95,0.989,3,RGB,PNG,18133,79ce0333962b7ffd648b28013287ba8a,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000011769599_08320.png,raw\images\species_04\fish_000011769599_08320.png,fish_000011769599_08320.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,11769599,8320,95,111,0.856,3,RGB,PNG,21802,48f309c230f159e14a94550a810897c3,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000011769599_08321.png,raw\images\species_04\fish_000011769599_08321.png,fish_000011769599_08321.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,11769599,8321,78,92,0.848,3,RGB,PNG,16497,57695839305d9d04650ac3ae85f1128e,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000011769599_08322.png,raw\images\species_04\fish_000011769599_08322.png,fish_000011769599_08322.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,11769599,8322,75,80,0.938,3,RGB,PNG,14620,6da1f9e99aa604bdfaea12fbf1ff1a75,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000011769599_08323.png,raw\images\species_04\fish_000011769599_08323.png,fish_000011769599_08323.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,11769599,8323,77,88,0.875,3,RGB,PNG,16290,b8e14844785b8c24fcfedecb7087dc7b,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000011769599_08324.png,raw\images\species_04\fish_000011769599_08324.png,fish_000011769599_08324.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,11769599,8324,91,87,1.046,3,RGB,PNG,18694,ff48fa2c7de89d9ab752ca1b73124185,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000011769599_08325.png,raw\images\species_04\fish_000011769599_08325.png,fish_000011769599_08325.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,11769599,8325,108,96,1.125,3,RGB,PNG,23948,f08c45e74d9740c8e4ea05171e773b0d,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000011769599_08326.png,raw\images\species_04\fish_000011769599_08326.png,fish_000011769599_08326.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,11769599,8326,120,106,1.132,3,RGB,PNG,28816,14fbe00ea9ed64c6e02645dc8d3fd717,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000011769599_08327.png,raw\images\species_04\fish_000011769599_08327.png,fish_000011769599_08327.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,11769599,8327,120,104,1.154,3,RGB,PNG,28302,f32de98a9ce7d166dd4bce49bb41dd22,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000011769599_08328.png,raw\images\species_04\fish_000011769599_08328.png,fish_000011769599_08328.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,11769599,8328,120,109,1.101,3,RGB,PNG,29400,23e05160709c2600b7a649404981501c,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000011769599_08329.png,raw\images\species_04\fish_000011769599_08329.png,fish_000011769599_08329.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,11769599,8329,122,127,0.961,3,RGB,PNG,33736,36994176614b086f9cc6395ad617c8ec,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000011769599_08330.png,raw\images\species_04\fish_000011769599_08330.png,fish_000011769599_08330.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,11769599,8330,132,125,1.056,3,RGB,PNG,35766,490f6ef7a59b61d97a570db8eb076b7d,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000011769599_08331.png,raw\images\species_04\fish_000011769599_08331.png,fish_000011769599_08331.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,11769599,8331,127,121,1.05,3,RGB,PNG,33605,ed0a97e496d601725461445f4f630f5d,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000011769599_08332.png,raw\images\species_04\fish_000011769599_08332.png,fish_000011769599_08332.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,11769599,8332,136,122,1.115,3,RGB,PNG,33945,161c26f517b00a22075770951d9e3ae1,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000011769599_08333.png,raw\images\species_04\fish_000011769599_08333.png,fish_000011769599_08333.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,11769599,8333,152,124,1.226,3,RGB,PNG,36632,e17c7b971fcfc74a3d6c096900dae010,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000011769599_08334.png,raw\images\species_04\fish_000011769599_08334.png,fish_000011769599_08334.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,11769599,8334,159,126,1.262,3,RGB,PNG,37846,129fca6fe4c483ec3967327a9dc5fb49,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000011769599_08335.png,raw\images\species_04\fish_000011769599_08335.png,fish_000011769599_08335.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,11769599,8335,163,124,1.315,3,RGB,PNG,37639,75fef1a1f82dd756f6b62e41d6572df0,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000011769599_08336.png,raw\images\species_04\fish_000011769599_08336.png,fish_000011769599_08336.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,11769599,8336,152,120,1.267,3,RGB,PNG,33917,a61c949579a7e99afece0aa3982b28b4,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000011769599_08337.png,raw\images\species_04\fish_000011769599_08337.png,fish_000011769599_08337.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,11769599,8337,139,118,1.178,3,RGB,PNG,29652,d7b29a4c49c6817adb3cf332aaa48551,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000011769599_08338.png,raw\images\species_04\fish_000011769599_08338.png,fish_000011769599_08338.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,11769599,8338,143,118,1.212,3,RGB,PNG,29613,5125bcdb57fbec6dae6d38a866eb07d8,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000011769599_08339.png,raw\images\species_04\fish_000011769599_08339.png,fish_000011769599_08339.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,11769599,8339,136,113,1.204,3,RGB,PNG,27039,1c1299dab5f35e04f2ea7a4b4225cec2,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000011769599_08340.png,raw\images\species_04\fish_000011769599_08340.png,fish_000011769599_08340.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,11769599,8340,127,114,1.114,3,RGB,PNG,26001,f92b965f9806ff49e818a6d2dfe65175,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000011769599_08341.png,raw\images\species_04\fish_000011769599_08341.png,fish_000011769599_08341.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,11769599,8341,116,100,1.16,3,RGB,PNG,21665,2ac719dc5834c250f7ac593432c90432,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000011769599_08342.png,raw\images\species_04\fish_000011769599_08342.png,fish_000011769599_08342.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,11769599,8342,107,99,1.081,3,RGB,PNG,21535,482cb424120c85ad4c4d99d24b8251b3,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000011769599_08343.png,raw\images\species_04\fish_000011769599_08343.png,fish_000011769599_08343.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,11769599,8343,131,115,1.139,3,RGB,PNG,31086,5a446f4b38c763154d953e293e9680aa,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000011769599_08344.png,raw\images\species_04\fish_000011769599_08344.png,fish_000011769599_08344.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,11769599,8344,127,112,1.134,3,RGB,PNG,30571,5e345937b5048d56d2b191f5f340437f,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000011769599_08345.png,raw\images\species_04\fish_000011769599_08345.png,fish_000011769599_08345.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,11769599,8345,151,125,1.208,3,RGB,PNG,40945,131c7c6b768ae11f409f9edac1567b5a,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000011769599_08346.png,raw\images\species_04\fish_000011769599_08346.png,fish_000011769599_08346.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,11769599,8346,135,113,1.195,3,RGB,PNG,34517,20857755ded784ef1c9ec3554b69f63a,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000011769599_08347.png,raw\images\species_04\fish_000011769599_08347.png,fish_000011769599_08347.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,11769599,8347,143,118,1.212,3,RGB,PNG,37208,86233b7ceed2dabef5f4ce64ad471cbd,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000007669599_08122.png,raw\images\species_04\fish_000007669599_08122.png,fish_000007669599_08122.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,7669599,8122,88,88,1.0,3,RGB,PNG,15253,e1b74f76a295ca361714823a605200fc,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000007669599_08123.png,raw\images\species_04\fish_000007669599_08123.png,fish_000007669599_08123.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,7669599,8123,94,100,0.94,3,RGB,PNG,18830,3b8d2187389c501cdc2ba5bc694d56fd,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000007669599_08124.png,raw\images\species_04\fish_000007669599_08124.png,fish_000007669599_08124.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,7669599,8124,91,89,1.022,3,RGB,PNG,15730,166861d41db735fb330bbcaf7c6d3049,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000007669599_08125.png,raw\images\species_04\fish_000007669599_08125.png,fish_000007669599_08125.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,7669599,8125,111,106,1.047,3,RGB,PNG,19997,ed22a5619f9b7759259f7a6191131c40,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000007669599_08126.png,raw\images\species_04\fish_000007669599_08126.png,fish_000007669599_08126.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,7669599,8126,112,101,1.109,3,RGB,PNG,19522,71891e8f2f8f2f6b6cae7d32f03a3d91,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000007669599_08127.png,raw\images\species_04\fish_000007669599_08127.png,fish_000007669599_08127.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,7669599,8127,103,103,1.0,3,RGB,PNG,18412,494b5e89dfaf35043326d79ebf741ef5,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000007669599_08128.png,raw\images\species_04\fish_000007669599_08128.png,fish_000007669599_08128.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,7669599,8128,78,84,0.929,3,RGB,PNG,13279,96099de2de572b61126e281bc7358906,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000007669599_08129.png,raw\images\species_04\fish_000007669599_08129.png,fish_000007669599_08129.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,7669599,8129,79,75,1.053,3,RGB,PNG,12265,65fcf0a310d48eb3bbb776859133eda9,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000007669599_08130.png,raw\images\species_04\fish_000007669599_08130.png,fish_000007669599_08130.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,7669599,8130,100,91,1.099,3,RGB,PNG,18138,a5ee5eda5d7bce38884eea607a2b330e,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000007669599_08131.png,raw\images\species_04\fish_000007669599_08131.png,fish_000007669599_08131.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,7669599,8131,104,94,1.106,3,RGB,PNG,19127,18e95534b801e1f2d946c846da3390cf,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000007669599_08132.png,raw\images\species_04\fish_000007669599_08132.png,fish_000007669599_08132.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,7669599,8132,104,93,1.118,3,RGB,PNG,19219,54528863e0f73b7de99e2a806e82a320,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000007669599_08133.png,raw\images\species_04\fish_000007669599_08133.png,fish_000007669599_08133.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,7669599,8133,107,95,1.126,3,RGB,PNG,20000,d51098a453ccf6bedfad6553bf8cd505,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000000819599_07791.png,raw\images\species_04\fish_000000819599_07791.png,fish_000000819599_07791.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,819599,7791,76,68,1.118,3,RGB,PNG,9073,b138ef1c93784def2dae96c4adddb47e,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000000819599_07792.png,raw\images\species_04\fish_000000819599_07792.png,fish_000000819599_07792.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,819599,7792,104,88,1.182,3,RGB,PNG,16358,442ab0a28c00d710117059ea0c219e64,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000000819599_07793.png,raw\images\species_04\fish_000000819599_07793.png,fish_000000819599_07793.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,819599,7793,104,87,1.195,3,RGB,PNG,16006,9726918bdd8128658b78ceada97ec4cb,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000000819599_07794.png,raw\images\species_04\fish_000000819599_07794.png,fish_000000819599_07794.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,819599,7794,95,84,1.131,3,RGB,PNG,13762,dc8675764b1f361a20c44215aa474f21,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000000819599_07795.png,raw\images\species_04\fish_000000819599_07795.png,fish_000000819599_07795.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,819599,7795,112,91,1.231,3,RGB,PNG,16983,f6bf053f01316ec9c598280b2b89568d,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000000819599_07796.png,raw\images\species_04\fish_000000819599_07796.png,fish_000000819599_07796.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,819599,7796,123,107,1.15,3,RGB,PNG,23552,3572fc956060be37a7c4a21352a54011,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000000819599_07797.png,raw\images\species_04\fish_000000819599_07797.png,fish_000000819599_07797.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,819599,7797,128,107,1.196,3,RGB,PNG,24776,e6d454cc97a618fb73bc9f69d3f7fbf4,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000000819599_07798.png,raw\images\species_04\fish_000000819599_07798.png,fish_000000819599_07798.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,819599,7798,127,109,1.165,3,RGB,PNG,22099,f7ff4b5ecc29d7695db1111042f007bd,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000000819599_07799.png,raw\images\species_04\fish_000000819599_07799.png,fish_000000819599_07799.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,819599,7799,115,104,1.106,3,RGB,PNG,19041,2f273b96e00079b3d55c19ab578d3271,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000000819599_07800.png,raw\images\species_04\fish_000000819599_07800.png,fish_000000819599_07800.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,819599,7800,100,93,1.075,3,RGB,PNG,17787,2604d02c5333ab3d82adffdf51fb1aab,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000007809599_08134.png,raw\images\species_04\fish_000007809599_08134.png,fish_000007809599_08134.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,7809599,8134,116,97,1.196,3,RGB,PNG,20648,0580f38e0e8138b20b350d3e9504bfb9,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000007809599_08135.png,raw\images\species_04\fish_000007809599_08135.png,fish_000007809599_08135.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,7809599,8135,69,92,0.75,3,RGB,PNG,8213,18c9e246d2c650008cd70c98a2d05721,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000010679599_08263.png,raw\images\species_04\fish_000010679599_08263.png,fish_000010679599_08263.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,10679599,8263,77,91,0.846,3,RGB,PNG,14841,d4763221b1cf6cbb8972af2b1085e546,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000010679599_08264.png,raw\images\species_04\fish_000010679599_08264.png,fish_000010679599_08264.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,10679599,8264,88,99,0.889,3,RGB,PNG,16928,e8a92c042b2dc30b47bac90537669095,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_04\fish_000010679599_08265.png,raw\images\species_04\fish_000010679599_08265.png,fish_000010679599_08265.png,4,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae,10679599,8265,93,99,0.939,3,RGB,PNG,17333,9732bfb55371be017eb6b9824b712e16,False,train
