image_path,relative_path,filename,species_id,species_name,common_name,family,tracking_id,fish_id,width,height,aspect_ratio,channels,mode,format,file_size_bytes,md5,is_duplicate
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026170001_02436.png,raw\images\species_02\fish_000026170001_02436.png,fish_000026170001_02436.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026170001,02436,107,98,1.092,3,RGB,PNG,20728,8abe041243095c570892c1b253f442e1,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026200001_02548.png,raw\images\species_02\fish_000026200001_02548.png,fish_000026200001_02548.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026200001,02548,68,72,0.944,3,RGB,PNG,8953,22cebbd7a93a2931aec2a9bfb1dd7cc8,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026200001_02551.png,raw\images\species_02\fish_000026200001_02551.png,fish_000026200001_02551.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026200001,02551,87,81,1.074,3,RGB,PNG,12940,786810307efdd56b63820f67aad9436d,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026200001_02555.png,raw\images\species_02\fish_000026200001_02555.png,fish_000026200001_02555.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026200001,02555,70,72,0.972,3,RGB,PNG,9212,9016ff018db77a06707828ddb51ed99e,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026410001_02592.png,raw\images\species_02\fish_000026410001_02592.png,fish_000026410001_02592.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026410001,02592,163,199,0.819,3,RGB,PNG,54420,1fb63dc80ecaa666e5b3a36f278a5d22,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026410001_02593.png,raw\images\species_02\fish_000026410001_02593.png,fish_000026410001_02593.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026410001,02593,139,152,0.914,3,RGB,PNG,36697,90e7808b2655cbf418803094cc3be2a6,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026410001_02594.png,raw\images\species_02\fish_000026410001_02594.png,fish_000026410001_02594.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026410001,02594,121,143,0.846,3,RGB,PNG,27900,b7e65e4ae0d346a0bb9b11b919f1b8d4,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026410001_02595.png,raw\images\species_02\fish_000026410001_02595.png,fish_000026410001_02595.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026410001,02595,119,128,0.93,3,RGB,PNG,25677,b37e089f42ded12beb20aa18319a5af3,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026410001_02596.png,raw\images\species_02\fish_000026410001_02596.png,fish_000026410001_02596.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026410001,02596,132,139,0.95,3,RGB,PNG,30770,4c305f784f2892c6ef89ac7ba3b46766,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026410001_02597.png,raw\images\species_02\fish_000026410001_02597.png,fish_000026410001_02597.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026410001,02597,121,131,0.924,3,RGB,PNG,26575,1eafd7f97bed038b400e544ff32dc47f,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026570001_02947.png,raw\images\species_02\fish_000026570001_02947.png,fish_000026570001_02947.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026570001,02947,75,79,0.949,3,RGB,PNG,9632,102491d9928147d58a096cc463fc363f,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026570001_02948.png,raw\images\species_02\fish_000026570001_02948.png,fish_000026570001_02948.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026570001,02948,72,66,1.091,3,RGB,PNG,7464,a449f1693e5093375e5861b1a73fb613,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026570001_02949.png,raw\images\species_02\fish_000026570001_02949.png,fish_000026570001_02949.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026570001,02949,75,66,1.136,3,RGB,PNG,7558,914472abaf7cb100321d87e332b9c24e,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026720001_02697.png,raw\images\species_02\fish_000026720001_02697.png,fish_000026720001_02697.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026720001,02697,72,72,1.0,3,RGB,PNG,8881,6fab9dd37b97ee8594b82cf0ad545e2c,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026720001_02699.png,raw\images\species_02\fish_000026720001_02699.png,fish_000026720001_02699.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026720001,02699,72,71,1.014,3,RGB,PNG,8660,d6a276acac8c1200bdf69980edb3b819,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026720001_02701.png,raw\images\species_02\fish_000026720001_02701.png,fish_000026720001_02701.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026720001,02701,76,75,1.013,3,RGB,PNG,9810,8b957e6706a627bca6eea11d56094c2d,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026720001_02703.png,raw\images\species_02\fish_000026720001_02703.png,fish_000026720001_02703.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026720001,02703,76,73,1.041,3,RGB,PNG,9450,c5eaac255886b93d0084e9dc3cc973b6,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026720001_02704.png,raw\images\species_02\fish_000026720001_02704.png,fish_000026720001_02704.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026720001,02704,68,68,1.0,3,RGB,PNG,8061,d3a280aa4086fa1706a497c9ac3284cd,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026720001_02705.png,raw\images\species_02\fish_000026720001_02705.png,fish_000026720001_02705.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026720001,02705,71,70,1.014,3,RGB,PNG,8154,f27cc905544b42f83e7416d57aac75a2,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026720001_02706.png,raw\images\species_02\fish_000026720001_02706.png,fish_000026720001_02706.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026720001,02706,75,79,0.949,3,RGB,PNG,9152,ec9819447dc4e8c4b922d3a82a00f7b0,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026720001_02707.png,raw\images\species_02\fish_000026720001_02707.png,fish_000026720001_02707.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026720001,02707,75,79,0.949,3,RGB,PNG,9152,ec9819447dc4e8c4b922d3a82a00f7b0,True
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026740001_02708.png,raw\images\species_02\fish_000026740001_02708.png,fish_000026740001_02708.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026740001,02708,72,67,1.075,3,RGB,PNG,6730,360a8d0fac4b3595de9135df5139908c,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026740001_02713.png,raw\images\species_02\fish_000026740001_02713.png,fish_000026740001_02713.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026740001,02713,83,84,0.988,3,RGB,PNG,12794,33206a17d2417da1721d132a42438618,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026740001_02715.png,raw\images\species_02\fish_000026740001_02715.png,fish_000026740001_02715.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026740001,02715,95,93,1.022,3,RGB,PNG,15281,cdeb13b5725752d3920587ebf7bcf94f,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026760001_02709.png,raw\images\species_02\fish_000026760001_02709.png,fish_000026760001_02709.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026760001,02709,243,213,1.141,3,RGB,PNG,68342,21ce1ee4003231cdc03c25f3cbdf7035,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026760001_02710.png,raw\images\species_02\fish_000026760001_02710.png,fish_000026760001_02710.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026760001,02710,243,210,1.157,3,RGB,PNG,69980,c422543fe020dbbbc184065775ea57ae,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026760001_02711.png,raw\images\species_02\fish_000026760001_02711.png,fish_000026760001_02711.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026760001,02711,199,194,1.026,3,RGB,PNG,63278,0df71e68045517f80abf62bf6afb40a0,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026760001_02712.png,raw\images\species_02\fish_000026760001_02712.png,fish_000026760001_02712.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026760001,02712,199,194,1.026,3,RGB,PNG,63278,0df71e68045517f80abf62bf6afb40a0,True
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026760001_02714.png,raw\images\species_02\fish_000026760001_02714.png,fish_000026760001_02714.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026760001,02714,220,203,1.084,3,RGB,PNG,75729,131ee7bc35f634cadc738eb8749e10bc,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026760001_02716.png,raw\images\species_02\fish_000026760001_02716.png,fish_000026760001_02716.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026760001,02716,161,183,0.88,3,RGB,PNG,51637,1a8d8bb40c4adc573533c078aafe2e3e,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026760001_02722.png,raw\images\species_02\fish_000026760001_02722.png,fish_000026760001_02722.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026760001,02722,103,104,0.99,3,RGB,PNG,19324,317f460531b39bd996aeb2bd1db44dd9,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026760001_02724.png,raw\images\species_02\fish_000026760001_02724.png,fish_000026760001_02724.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026760001,02724,123,111,1.108,3,RGB,PNG,23859,ebbf2ef8982add0b3fc72be006d45f7c,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026760001_02726.png,raw\images\species_02\fish_000026760001_02726.png,fish_000026760001_02726.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026760001,02726,104,103,1.01,3,RGB,PNG,16406,d5cf70a91e7720f8848c6ae0def850af,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026760001_02727.png,raw\images\species_02\fish_000026760001_02727.png,fish_000026760001_02727.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026760001,02727,96,104,0.923,3,RGB,PNG,11901,eaf38d540df33f546e06b5446a69b0cd,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026760001_02728.png,raw\images\species_02\fish_000026760001_02728.png,fish_000026760001_02728.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026760001,02728,90,104,0.865,3,RGB,PNG,10959,c64f858945f0cb8bf5e735ce58b4d76e,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026760001_02729.png,raw\images\species_02\fish_000026760001_02729.png,fish_000026760001_02729.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026760001,02729,90,104,0.865,3,RGB,PNG,10959,36b7f8084d5f88f97253c64155a6204d,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026760001_02730.png,raw\images\species_02\fish_000026760001_02730.png,fish_000026760001_02730.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026760001,02730,91,107,0.85,3,RGB,PNG,11020,0dd4eac21cd68ac93ebdb2189374570e,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026760001_02731.png,raw\images\species_02\fish_000026760001_02731.png,fish_000026760001_02731.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026760001,02731,102,108,0.944,3,RGB,PNG,12665,1d2c7b68b16d22866fe68f2b96b5de74,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026760001_02732.png,raw\images\species_02\fish_000026760001_02732.png,fish_000026760001_02732.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026760001,02732,112,110,1.018,3,RGB,PNG,14451,74f879ac654382e0008ec009494314f3,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026760001_02733.png,raw\images\species_02\fish_000026760001_02733.png,fish_000026760001_02733.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026760001,02733,135,126,1.071,3,RGB,PNG,19701,f2fd5aceb9e7409cb01fa12c0ad25cdc,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026760001_02734.png,raw\images\species_02\fish_000026760001_02734.png,fish_000026760001_02734.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026760001,02734,128,125,1.024,3,RGB,PNG,19162,92c793ccf7c7030408ddb574df16311f,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026760001_02735.png,raw\images\species_02\fish_000026760001_02735.png,fish_000026760001_02735.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026760001,02735,123,123,1.0,3,RGB,PNG,18253,313fb2fe39ff5e16d9d311c5692f62f1,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026760001_02736.png,raw\images\species_02\fish_000026760001_02736.png,fish_000026760001_02736.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026760001,02736,124,118,1.051,3,RGB,PNG,18297,2490db63020a5389eaae60ea05d52834,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026760001_02737.png,raw\images\species_02\fish_000026760001_02737.png,fish_000026760001_02737.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026760001,02737,125,140,0.893,3,RGB,PNG,24368,b9f25981eb10878209a44634980843a9,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026760001_02738.png,raw\images\species_02\fish_000026760001_02738.png,fish_000026760001_02738.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026760001,02738,115,124,0.927,3,RGB,PNG,19614,0ce97e89a637ad3fcbd2d5adc6c06fec,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026760001_02739.png,raw\images\species_02\fish_000026760001_02739.png,fish_000026760001_02739.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026760001,02739,123,123,1.0,3,RGB,PNG,21655,5de4507969e8c74343333b0e050f57f0,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026760001_02740.png,raw\images\species_02\fish_000026760001_02740.png,fish_000026760001_02740.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026760001,02740,124,117,1.06,3,RGB,PNG,21524,e0e26927059eb92ef9b11e3732aec8b7,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026760001_02741.png,raw\images\species_02\fish_000026760001_02741.png,fish_000026760001_02741.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026760001,02741,124,117,1.06,3,RGB,PNG,21524,e0e26927059eb92ef9b11e3732aec8b7,True
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026760001_02742.png,raw\images\species_02\fish_000026760001_02742.png,fish_000026760001_02742.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026760001,02742,156,127,1.228,3,RGB,PNG,28343,f69b59a07891164ec2c30f5941bf2280,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026760001_02743.png,raw\images\species_02\fish_000026760001_02743.png,fish_000026760001_02743.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026760001,02743,131,112,1.17,3,RGB,PNG,22149,1271cf1abee29c260cd2d05c6be90d50,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026760001_02744.png,raw\images\species_02\fish_000026760001_02744.png,fish_000026760001_02744.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026760001,02744,135,116,1.164,3,RGB,PNG,22926,84652795a43138e73b4e1865cd89e460,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026760001_02745.png,raw\images\species_02\fish_000026760001_02745.png,fish_000026760001_02745.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026760001,02745,144,120,1.2,3,RGB,PNG,23636,e9eb546f772077334fa4b73db6c91e05,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026760001_02746.png,raw\images\species_02\fish_000026760001_02746.png,fish_000026760001_02746.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026760001,02746,147,120,1.225,3,RGB,PNG,24101,1f0d7f2c1eeab7f63f0148262a7fff0e,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026820001_02747.png,raw\images\species_02\fish_000026820001_02747.png,fish_000026820001_02747.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026820001,02747,69,83,0.831,3,RGB,PNG,9554,378446fec17830eb025b14e7a6747c4d,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026820001_02748.png,raw\images\species_02\fish_000026820001_02748.png,fish_000026820001_02748.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026820001,02748,85,99,0.859,3,RGB,PNG,13587,154e6e9df61db164f13335ab176bbc2b,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026820001_02749.png,raw\images\species_02\fish_000026820001_02749.png,fish_000026820001_02749.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026820001,02749,85,99,0.859,3,RGB,PNG,13587,154e6e9df61db164f13335ab176bbc2b,True
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026830001_02750.png,raw\images\species_02\fish_000026830001_02750.png,fish_000026830001_02750.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026830001,02750,191,190,1.005,3,RGB,PNG,43251,e9042e3b9d3b3603d833f6e263bfbe3f,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026830001_02751.png,raw\images\species_02\fish_000026830001_02751.png,fish_000026830001_02751.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026830001,02751,156,164,0.951,3,RGB,PNG,35450,9b36008c78feae1adb3a937ef8ab54cc,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026830001_02752.png,raw\images\species_02\fish_000026830001_02752.png,fish_000026830001_02752.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026830001,02752,123,144,0.854,3,RGB,PNG,24358,b60e604c5d4911cd2c89ba9591c50f8a,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026830001_02753.png,raw\images\species_02\fish_000026830001_02753.png,fish_000026830001_02753.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026830001,02753,123,144,0.854,3,RGB,PNG,24358,b60e604c5d4911cd2c89ba9591c50f8a,True
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026830001_02754.png,raw\images\species_02\fish_000026830001_02754.png,fish_000026830001_02754.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026830001,02754,100,128,0.781,3,RGB,PNG,17546,53cdde9e69b1d0c94d59acb50f3041c2,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026900001_02762.png,raw\images\species_02\fish_000026900001_02762.png,fish_000026900001_02762.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026900001,02762,72,66,1.091,3,RGB,PNG,6332,c5d6cd5b9e116c9dce1fc76c3cf8695e,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026900001_02763.png,raw\images\species_02\fish_000026900001_02763.png,fish_000026900001_02763.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026900001,02763,75,65,1.154,3,RGB,PNG,6086,a5ebad65ee3b7cd0f6ec80c01960260d,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026900001_02764.png,raw\images\species_02\fish_000026900001_02764.png,fish_000026900001_02764.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026900001,02764,75,65,1.154,3,RGB,PNG,6086,a5ebad65ee3b7cd0f6ec80c01960260d,True
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026900001_02765.png,raw\images\species_02\fish_000026900001_02765.png,fish_000026900001_02765.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026900001,02765,80,72,1.111,3,RGB,PNG,6460,a0bba146849beb8a47c89547e77a3729,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026900001_02766.png,raw\images\species_02\fish_000026900001_02766.png,fish_000026900001_02766.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026900001,02766,83,67,1.239,3,RGB,PNG,6789,128bc3eacd80db06a528b144435d411e,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026900001_02767.png,raw\images\species_02\fish_000026900001_02767.png,fish_000026900001_02767.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026900001,02767,79,65,1.215,3,RGB,PNG,7037,7d5c9d7c5ec548030b63777121ef86b9,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026900001_02768.png,raw\images\species_02\fish_000026900001_02768.png,fish_000026900001_02768.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026900001,02768,80,65,1.231,3,RGB,PNG,7122,d3c32f075f7ca09be0ccb4c31285f345,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000026900001_02769.png,raw\images\species_02\fish_000026900001_02769.png,fish_000026900001_02769.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000026900001,02769,79,65,1.215,3,RGB,PNG,7264,dabb47e968d425ee374292a7c49e1e5e,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000027330001_02523.png,raw\images\species_02\fish_000027330001_02523.png,fish_000027330001_02523.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000027330001,02523,88,74,1.189,3,RGB,PNG,11882,b031d929c43d1c973cfb59b5716ace47,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000027350001_02909.png,raw\images\species_02\fish_000027350001_02909.png,fish_000027350001_02909.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000027350001,02909,92,111,0.829,3,RGB,PNG,20275,841e5de62f0263b664290f37ebef9394,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000027380001_02524.png,raw\images\species_02\fish_000027380001_02524.png,fish_000027380001_02524.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000027380001,02524,88,79,1.114,3,RGB,PNG,11685,dee40bba5131b011e9f2c79be9c797f2,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000027380001_02525.png,raw\images\species_02\fish_000027380001_02525.png,fish_000027380001_02525.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000027380001,02525,84,77,1.091,3,RGB,PNG,10602,5d3b55e23416c166b0ef61985940809b,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000027390001_02910.png,raw\images\species_02\fish_000027390001_02910.png,fish_000027390001_02910.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000027390001,02910,87,78,1.115,3,RGB,PNG,11228,b4917f81ecd4c781839d29ec7bf1020b,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000027430001_02531.png,raw\images\species_02\fish_000027430001_02531.png,fish_000027430001_02531.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000027430001,02531,96,116,0.828,3,RGB,PNG,21042,59ff91f551125568e866ff410fe1c4f0,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000027440001_02532.png,raw\images\species_02\fish_000027440001_02532.png,fish_000027440001_02532.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000027440001,02532,90,91,0.989,3,RGB,PNG,15451,67c51dfd3999887314e72bc77cd901ce,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000027440001_02533.png,raw\images\species_02\fish_000027440001_02533.png,fish_000027440001_02533.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000027440001,02533,95,91,1.044,3,RGB,PNG,13540,f5d4710237c3cfb82df31d9e1ce57c77,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000027440001_02534.png,raw\images\species_02\fish_000027440001_02534.png,fish_000027440001_02534.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000027440001,02534,95,91,1.044,3,RGB,PNG,13540,f5d4710237c3cfb82df31d9e1ce57c77,True
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000027440001_02535.png,raw\images\species_02\fish_000027440001_02535.png,fish_000027440001_02535.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000027440001,02535,73,76,0.961,3,RGB,PNG,9728,11fee5d4672778e97fb8739276252889,False
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_02\fish_000027440001_02536.png,raw\images\species_02\fish_000027440001_02536.png,fish_000027440001_02536.png,2,Plectroglyphidodon dickii,Blackbar damselfish,Pomacentridae,000027440001,02536,73,76,0.961,3,RGB,PNG,9728,11fee5d4672778e97fb8739276252889,True
